v2paid,country_text_id,v2paenname,v2paorname,v2pashname,aliases,year,v2pariglef,v2pariglef_ord,v2xpa_antiplural,v2xpa_popul
1610,TUR,Nationalist Movement [Action] Party,,MHP,"MHP | MHP-Milliyetci Hareket Partisi | Milliyetc,i Hareket Partisi (MHP) | Milliyetci Hareket Partisi | Milliyetçi Hareket Partisi | Milliyet�i Hareket Partisi | NA | NAP | National Act. | National Action Party | National Movement Party | Nationalist Action Party | Nationalist Movement Party | Nationalist Movement Party (Milliyetci Hareket Partisi) [MHP] | Nationalist Movement Party // Milliyetçi Hareket Partisi | Nationalist Movement [Action] Party",2015,1.991,5.0,0.986,0.461
1740,TUR,Democratic Left Party,,DSP,DSP | DSP-Demokratik Sol Parti | Democratic Left | Democratic Left Party | Democratic Left Party (Demokratik Sol Parti) [DSP] | Democratic Left Party // Demokratik Sol Partisi | Demokratik Sol Parti | Demokratik Sol Parti (DSP) | Demokratik Sol Partisi | NA,1999,-0.883,2.0,0.532,0.245
2472,TUR,People's Democracy Party,,HADEP,HADEP | Halkın Demokrasi Partisi | NA | People's Democracy Party | People's Democracy Party [DEHAP] | Peoples Democracy Party,2011,-2.145,1.0,0.165,0.673
4371,TUR,Trust Party / Republican Reliance Party / National Reliance Party,,CGP,"CGP | Cumhuriyetçi Güven Partisi | GP | Güven Partisi | NRP | RRP | Republican Reliance Party | Republican Reliance Party, formerly National Reliance Party | Republican Trust Party | Trust Party | Trust Party / Republican Reliance Party / National Reliance Party | [CGP]",1973,1.39,4.0,0.587,0.238
4373,TUR,Justice Party,,AP,(Anayol Partisi) [AP] | AP | Adalet Partisi | Demirel | JP | Justice P. | Justice Party,1977,1.202,4.0,0.88,0.588
4376,TUR,Democratic Party (1970),,DP,DEMOKRATİK PARTİ | DP | Democrat Party (Demokrat Partisi) [DP] | Democratic Party | Democratic Party (1970) | Demokratik Parti,1973,1.585,4.0,0.712,0.626
6042,TUR,Peoples' Democratic Party,,HDP,HDP | Halklarin Demokratik Partisi | Halkların Demokratik Partisi | Peoples' Democratic Party | Peoples’ Democratic Party | People’s Democratic Party,2018,-2.144,1.0,0.044,0.645
93603,TUR,alliance: People's Alliance,,People's All...,,2018,1.797,5.0,1.0,0.72
93604,TUR,alliance: Nation Alliance,,Nation Alliance,,2018,-0.367,3.0,0.378,0.658
1112,TWN,Nationalist Party,,KMT,Chinese Nationalist Party | KMT | Kuo Min Tang | Kuomintang | Kuomintang (Chinese Nationalist Party) | Kuomintang of China | NA | Nationalist Party | Zhongguo guomin dang | 中國國民黨,2016,1.404,4.0,0.387,0.376
1596,TWN,Democratic Progressive Party,,DDP,DDP | DPP | Democratic Progressive | Democratic Progressive Party | MCT | Min-chu Chin-u Tang | Minjin Dang | Minzhu jinbu dang | NA | 民進黨,2016,-0.226,3.0,0.087,0.144
3664,TWN,Taiwan Solidarity Union,Chinese: 台灣團結聯盟; pinyin: Táiwān Tuánjié Liánméng,TSU,NA | TSU | Taiwan Solidarity Union | Taiwan tuanjie lianmeng | 臺灣團結聯盟,2005,1.215,4.0,0.266,0.426
3665,TWN,People First Party,Chinese: 親民黨; pinyin: Qīnmíndǎng,PFP,NA | PFP | People First | People First Party | Qinmin dang | 親民黨,2016,1.328,4.0,0.205,0.326
3666,TWN,Chinese / New Party,,C/NP,C/NP | CNP | Chinese / New Party | Chinese New | Hsin Tang | NA | NP | New Party | Xin dang | 新黨,1996,1.784,5.0,0.568,0.283
5935,TWN,New Power Party,Chinese: 時代力量,NPP,NPP | New Power Party | Shi dai li liang | 時代力量,2016,-1.206,2.0,0.082,0.336
2328,TZA,Party of the Revolution,,CCM,CCM | CMM | Chama Cha Mapinduzi | Chama cha Mapinduzi | NA | Party of the Revolution | Revolutionary,2015,-1.556,2.0,0.86,0.897
2344,TZA,Party for Democracy and Progress,,Chadema,CDM | CHADEMA | Chadema | Chama cha Demokrasia na Maendeleo | Party for Democracy and Development | Party for Democracy and Progress | �Party for Democracy and Progress,2015,1.56,4.0,0.284,0.633
2345,TZA,Civic United Front,,CCW,CCW | CUF | Chama Cha Wananchi | Civic United Front | The Civic United Front,2015,-0.347,3.0,0.399,0.525
3276,TZA,National Convention for Construction and Reform – Mageuzi,,NCCR-Ma,NA | NCCR-Ma | NCCR-Mageuzi | NCCR/M | NCCR—M | NCRR | National Convention for Constitution and Reform_Mageuzi | National Convention for Construction and Reform | National Convention for Construction and Reform – Mageuzi | National Convention for Construction and Reform — Mageuzi | National Convention for Construction and Reform-Mageuzi,1995,0.75,4.0,0.162,0.575
3553,TZA,Tanzania Labour Party,,TLP,TLP | Tanzania Labour Party,2000,-0.266,3.0,0.132,0.385
5788,TZA,Tanganyika African National Union,,TANU,TANU | Tanganyika African National Union,1975,-3.361,1.0,0.882,0.914
6075,TZA,United Democratic Party,,UDP,UDP | United Democratic Party,2000,0.368,3.0,0.162,0.389
4523,UGA,National Resistance Movement,,NRM,Harakati za Upinzani za Kitaifa | NA | NRM | NRM-O | National Resistance Army/Movement | National Resistance Movement | National Resistance Movement (Right-wing) | National Resistance Movement [NRM] | National Resistant Movement,2016,0.961,4.0,0.943,0.275
4524,UGA,Uganda People's Congress,,UPC,Congress ya Watu wa Uganda | NA | UPC | Uganda People's Congress | Uganda People's Congress (Left-wing) | Uganda People´s Congress | Uganda People’s Congress | Ugandan People's Congress | Ugandan People’s Congress,2016,0.148,3.0,0.783,0.808
4525,UGA,Democratic Party,,DP,Chama cha Kidemokrasia | DP | Dem. Party | Democratic | Democratic Party | Democratic Party (Liberal conservatism/Centre-right) | NA | Ugandan Democratic Party,2016,0.574,4.0,0.531,0.815
5389,UGA,Forum for Democratic Change,,FDC,FDC | Forum for Democratic Change | Forum for Democratic Change (Centre-right) | Forum for Democratic Change [FDC] | Jukwaa la Mabadiliko ya Kidemokrasia,2016,0.563,4.0,0.626,0.832
2206,UKR,People’s Democratic Party of Ukraine,,NDPU,NA | NDPU | Narodno-Demokratychna Partiya Ukrainy | Narodno-demokratina Partija Ukraini | People's Democratic Party | People's-Democratic Party | Peoples Democratic Party of Ukraine | People’s Democratic Party | People’s Democratic Party of Ukraine | Народно-демократична партія,1998,0.292,3.0,0.722,0.081
2207,UKR,People's Movement of Ukraine,Ukrainian: Народний Рух України,Rukh,NA | NRU | Narodnij Ruch Ukraini | Narodnyi Rukh Ukrainy | Narodnyi Rukh Ukrajiny | Narodnyi rukh Ukrainy | PMU | People's Movement of Ukraine | People's Ruks of Ukraine | People’s Movement of Ukraine | Popular Movement of Ukraine | RP | RUCH | RUKH | Rukh | Ukranian People | `Ruh' Party | НРУ | Народний Рух України,1998,0.658,4.0,0.436,0.484
2210,UKR,Social Democratic Party of Ukraine (United),Ukrainian: Соцiал-демократична партiя України (об`єднана),SDPU(O),NA | SDPU | SDPU(O) | SDPU-o | SDPU/o | Social Democractic Party of Ukraine | Social Democrat | Social Democratic Party | Social Democratic Party of Ukraine (United) | Social Democratic Party of Ukraine (united) | Social Democratic Party of Ukraine United | Social-Democratic Party | Social-Democratic Party of Ukraine (united) | Socialistic Democratic Party (United) | Sotsial-Demokratychna Partiya Ukrainy | Sotsial-Demokratychna Partiya Ukrainy (Obyednana) | Sotsial-Demokratychna Partiya Ukrainy [Obyednana] | United Social-Democratic Party of Ukraine | Соцiал-демократична партія України (об`єднана),2002,-0.263,3.0,0.669,0.141
2211,UKR,Socialist Party of the Ukraine,Ukrainian: Соціалістична Партія України,SPU,Bloc Socialist Party of Ukraine and Peasant Party of Ukraine | Blok Sotsialistychna Partiya Ukrainy ta Selyans’ka Partiya Ukrainy | Electoral Block of Socialist Party of Ukraine | SPU | SPU-SelPU | SocPU | Socialist | Socialist Party | Socialist Party of Ukraine | Socialist Party of the Ukraine | Socialistic Party of Ukraine | Sotsialistychna Partiya Ukrainy | Sotsialtstychna Partiya Ukrainy | Sotsialtstychna Partiya Ukrainy (Social democracy) | СПУ | Соціалістична партія України,2006,-1.671,1.0,0.21,0.662
2220,UKR,Communist Party of Ukraine,Ukrainian: Комуністична партія України,KPU,BCP | CPU | Communist | Communist Party of Bolshevics | Communist Party of Ukraine | Communist Party of Ukraine (Communism/Left-wing) | KPU | Komunistychna Partiya Ukrainy | Komunistychna Partiya Ukrayiny | Komunistychna Partiya Ukrayiny (Communism/Left-wing) | Komunistychna partia Ukrainy | Ukrainian Communist Party | Комуністична партія України,2012,-3.367,1.0,0.524,0.792
2224,UKR,For a United Ukraine!,Ukrainian: «За Єдину Україну!»,ZYU,Election bloc of Political Parties 'For One Ukraine!' | FUU | For United Ukraine | For a United Ukraine! | ZYU | Za Yedinu Ukrainu! | За Єдину Україну!,2002,0.294,3.0,0.769,0.046
2226,UKR,Party of Greens of Ukraine,Ukrainian: Партія Зелених України,PZU,GPU | Green Party | Green Party of Ukraine | Greens | NA | PZU | Partija Zelenykh Ukrainy | Partiya Zelenykh Ukrainy | Party of Greens of Ukraine | The Green Party of Ukraine | Партія Зелених України,1998,0.066,3.0,0.203,0.292
2228,UKR,Yulia Tymoshenko Bloc,"Ukrainian: Блок Юлії Тимошенко, БЮТ",BYuT,BJUP | BJUT | BYNU | BYT | BYU | BYUT | BYuT | Bloc Yulia Tymoshenko | Bloc Yuliya Tymoshenko | Blok Yuliyi Tymoshenko | Blok Yuliyi Tymoshenko (Cemtre-right) | Election bloc of Political Parties 'Juliya Tymoshenko electi | JT | Julia Timoshenkos Block | Juliya Tymoshenko Election Bloc | Juliya Tymoshenko Election Blok | NA | Viborchiy Blok Yuliyi Tymoshenko | Yulia Tymoshenko Bloc | Yulia Tymoshenko Bloc2 | Yuliya Tymoshenko Bloc | Блок Юлії Тимошенко,2012,-0.462,2.0,0.555,0.675
2231,UKR,Our Ukraine – People's Self-Defense Bloc,Ukrainian: Блок Наша Україна–Народна Самооборона,NUNS,"BNU — NS | Bloc Our Ukraine - People's Self-Defense | Bloc of Yuri Lutsenko People's Self-Defense | Block Our Ukraine | Blok Nasha Ukraina - Narodna samooborona | Blok Nasha Ukrayina — Narodna Samooborona | Blok Nasha Ukrayina-Narodna Samooborona | Election bloc of Political Parties 'Victor Yushchenko Bloc ' | NA | NS | NSNU | NU | NU-NS | NUNS | Narodni Soyus �Nasha Ukraina� (Centre-right) | Nasha Ukraina_Narodna Samooborona | OU-PSD | Our Ukraine – People's Self-Defense Bloc | Our Ukraine — People's Self-Defense Bloc | Our Ukraine-People's Self Defence Bloc | Our Ukraine-People's Self-Defense Bloc | Our Ukraine–People's Self-Defense Bloc | People's Union Our Ukraine | Viktor Yushchenko Bloc Our Ukraine | Блок ""Наша Україна–Народна Самооборона"" | ‘Nasha Ukraina - Narodna Samooborona' | ‘Our Ukraine - People's Self-Defense'",2007,1.291,4.0,0.504,0.418
2234,UKR,Party of Regions,Ukrainian: Партія регіонів; Russian: Партия регионов,PR,"""Region Revival of Ukraine"" | NA | PR | PRU | Partia rehioniv | Partiya Regionov | Partiya Rehioniv | Party of Regions | Party of regions | Партія регіонів",2012,0.122,3.0,0.83,0.196
3266,UKR,"All Ukrainian Union """"Fatherland""""","Ukrainian: Всеукраїнське об'єднання """"Батьківщина""""",Fatherland,"All Ukrainian Union """"Fatherland"""" | All Ukrainian Union ""Fatherland"" | All Ukrainian Union 'Fatherland' | All-Ukrainian Union ""Batkivshchyna"" | All-Ukrainian Union ""Fatherland"" | All-Ukrainian Union 'Fatherland' | All-Ukrainian Union ‘Fatherland' | BA | BATKIVSHCHYNA | BUT | BUT-Batkivschine | Batkivshchyna | FATHERLAND | Fath | Fatherland | Front Zmin | NA | Vseukrayins'ke Obyednannya Bat'kivshchyna | Всеукраїнське об'єднання «Батьківщина»",2019,-0.658,2.0,0.518,0.724
3267,UKR,"All Ukrainian Union """"Freedom"""" / Svoboda","Ukrainian: Всеукраїнське об'єднання """"Свобода""""",Freedom,"All Ukrainian Union """"Freedom"""" / Svoboda | All Ukrainian Union ""Freedom"" / Svoboda | All Ukrainian Union 'Freedom' | All-Ukrainian Union ""Svoboda"" | All-Ukrainian Union Svoboda ""Freedom"" | All-Ukrainian Union ‘Freedom' | All-Ukrainian Union “Svoboda” | All-Ukrainian union 'Freedom' (O.Tyagnybok) | FREEDOM | Fre | Freedom | NA | SVOBODA | SVOBODA Party | Svoboda | VO | VO Svoboda | Vseukrayinske obyednannia ""Svoboda"" | Vseukrayinske obyednannia ‘Svoboda' | ВО/Свобода | Всеукраїнське об'єднання «Свобода» | Всеукраїнське об’єднання «Свобода»",2014,0.859,4.0,0.977,0.845
4773,UKR,People's Front,Ukrainian: Народний фронт,NF,"NF | Narodnyj Front | Narodnyy Front | Narodnyy Front · | PF | People's Front | People's Front (Right-wing) | Political party ""Narodnyy Front"" | Popular Front | Народний фронт",2014,1.472,4.0,0.832,0.348
4774,UKR,Radical Party of Oleh Lyashko,Ukrainian: Радикальна Партія,RP,RP | Radical Party of Oleh Liashko | Radical Party of Oleh Lyashko | Radikal`na Partiya Oleha Lyashka | Radikalna Partiya Oleha Lyashka | Радикальна Партія | Радикальна Партія Олега Ляшка,2014,-0.054,3.0,0.953,0.938
4776,UKR,Self Reliance Party,Ukrainian: Об'єднання «Самопоміч,SP,Ob'yednannya ‘Samopomich' | Political party Samopomich Union | SAMOPOMICH | SP | Samomich | Samopomich | Self Reliance (Centre-right) | Self Reliance Party | Union ‘Self Help' | Об'єднання «Самопоміч» | Самопоміч,2014,1.292,4.0,0.383,0.478
4778,UKR,European Solidarity / Petro Poroshenko Bloc,Ukrainian: Блок Петра Порошенка «Солідарність»,BPP,"BPP | Blok Petra Poroshenka | European Solidarity | European Solidarity / Blok Petra Poroshenka | European Solidarity / Petro Poroshenko Bloc | NA | PPB | Party ""Blok Petro Poroshenko"" | Petro Poroshenko Bloc | Petro Poroshenko Bloc ""Solidarity"" | Solidarnist | UDAR | Yevropeys'ka Solidarnist' | Європейська солідарність | Блок Петра Порошенка «Солідарність»",2019,1.109,4.0,0.779,0.393
4779,UKR,Opposition Bloc,Ukrainian: Опозиційний блок,OB,"OB | Opozycijnyj Blok | Opozycijnyj blok | Opozytsiynyy Blok | Opposition Bloc | Opposition bloc | Political party ""Opozytsiynyy blok"" | Опозиційний блок",2014,0.024,3.0,0.535,0.464
5825,UKR,Ukrainian Democratic Alliance for Reform,Ukrainian: Український демократичний альянс за реформи Віталія Кличка,UDAR-VK,Party 'PUNCH' of Vitaly Klychko | UDAR | UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko | UDAR (Ukrainian Democratic Alliance for Reforms) of Vitaliy Klychko | UDAR-VK | UDARVK | Ukrainian Democratic Alliance for Reform | Ukrajinskyj Demokratytschnyj Aljans za Reformy | Ukraїns’kij demokratičnij al’jans za reformi Vіtalіja Klička | Український демократичний альянс за реформи Віталія Кличка,2012,1.25,4.0,0.286,0.465
7921,UKR,Servant of the People,Ukrainian: Слуга народу,SN,"Political Party ""Servant of the People"" | Politychna partiya ""Sluha narodu"" | SN | Servant of the People | Sluha Narodu | Слуга народу",2019,1.09,4.0,0.259,0.896
7922,UKR,Opposition Platform — For Life,Ukrainian: Опозиційна платформа — За життя; Russian: Оппозиционная платформа — За жизнь,OPFL,"FL | For life | NA | OP | OPFL | OPZZh/or/OPFL | Opozycijna platforma - Za žittja | Opposition Platform - For Life | Opposition Platform — For Life | Political party ""Opposition Platform - for Life"" | Politychna partiya ""Opozytsiyna platforma - na vse zhyttya"" | Опозицiйна платформа — За життя",2019,-0.097,3.0,0.594,0.529
7923,UKR,Voice,Ukrainian: Голос,H,Holos | Voice | Голос,2019,1.151,4.0,0.148,0.484
118,URY,National Party,,PN,Blanco | LL | NA | Nacional (Blanco) | National Party | PN | Partido Nacional | Partido Nacional — Blanco | Uruguayan National Party (Blancos),2019,1.269,4.0,0.046,0.046
1419,URY,Colorado Party,,PC,Colorado | Colorado Party | NA | PC | Partido Colorado | Uruguayan Colorado Party,2019,0.96,4.0,0.022,0.147
1658,URY,Broad Front / Progressive Encounter,,FA/EP,BF | Broad Front | Broad Front / Progressive Encounter | Broad Front Party | EP | EP-FA | Encuentro Progresista | Encuentro Progresista-Frente Amplio | Enuentro Progresista-Frente Amplio-Nueva Mayoría | FA | FA-EP-NM | FA/EP | FAEP | Frente Amplio | Frente Amplio / Encuentro Progresista | NA | Partido Frente Amplio | Progressive Encounter-Broad Front | Progressive Encounter-Broad Front-New Majority | Progressive Encounter�Broad Front (Centre left),2019,-1.077,2.0,0.02,0.476
3671,URY,New Space,,NE,NA | NE | NS | New Sector Coalition | New Space | New Space Party | New Space Party (Centre) | Nuevo Espacio | Partido Nuevo Espacio,1994,-0.487,2.0,0.016,0.315
