,PC1,PC2,PC3,PC4
democratic_quality,0.5159511709214507,0.26104197234207116,-0.5292121718003813,0.6209556788683624
rule_of_law,0.5066202940436886,-0.40665153565263873,0.6836192445483509,0.3326186024526879
freedom_rights,0.4789894256495738,0.6980159392232383,0.2803918816214237,-0.45246355812041855
corruption_control,0.49769407973549534,-0.5284556422420074,-0.4171086170558736,-0.5468597980804243
